"OBJECTID_1","OBJECTID","NAME","OWNER","TOWN","CLASS","CART_CL","ACRES","TYPE","GlobalID","TAX_ID","TNT_NAME","Nhood","Quad","LUCODE","LandUse","StNum","StName","YEARB","PNUMBR","WARD","SBL","TAX_ID2","TAX_ID3","TAX_ID4","TAX_ID5","TAX_ID6","TAX_ID7","Area_sqmi","Softball","Hardball","Soccer","T","FC","HC","H","HS","RS","Pool","Playground","Fieldhouse","GolfClubho","Bathouse","Pool_Mec","IceRink","Storage","Ball_Bldg","Rink_Bldg","Picnic_S","Greenhouse","Amphitheat","Gazebo","Rec_Bldg","Council_Di","Shape_Leng","Shape_Area","Park_Type"
40,169,"Barker Square","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.48331836,"C","{A02463EB-593A-4601-8A20-420D3794D790}","31150010500000060030000000","Westside","Park Ave.","NW","963","Parks","101","WILKINSON ST & TRACY ST &","0000","0296000100","02","105.-06-03.0",NA,NA,NA,NA,NA,NA,0.000755167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",796.740724752,21052.7626286,"PlayLotsFieldsCourts"
41,170,"Armory Square Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.07187399,"C","{FD138406-0CB4-4AA6-AA6F-655BD7FDB4C4}","31150010100000140050010000","Downtown","Downtown","NW","330","Vacant Land","298","JEFFERSON ST W & FRANKLIN",NA,"0944301005","09","101.-14-05.1",NA,NA,NA,NA,NA,NA,0.0001123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",261.486226002,3130.74215802,"DowntownParks"
42,171,"Clinton Square","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",1.45010898,"C","{9424A5A7-C0BA-4FA1-98BD-FD63EBD2889B}","31150010400000150010000000","Downtown","Downtown","NW","963","Parks","99","SALINA ST N & ERIE BLVD W","0000","0979000100","09","104.-15-01.0","31150010400000180010000000",NA,NA,NA,NA,NA,0.00226575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",1017.5027416,63165.1636434,"DowntownParks"
43,172,"City Place","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.12605873,"C","{7E8F3938-A9BB-4C87-9B08-6B97A735C532}",NA,NA,NA,NA,NA,NA,"200","GENESEE ST E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000196962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",477.726930227,5490.96376312,"DowntownParks"
44,173,"Bruce Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.03280839,"C","{3DDC1337-D6D9-4191-9C44-E469F4FED897}",NA,NA,NA,NA,NA,NA,NA,"ERIE BLVD E & SALINA ST N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.12623e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",175.147638041,1429.10514203,"DowntownParks"
45,174,"Vanderbilt Square","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.13136013,"C","{FE14A7F7-6D97-4505-A25B-8E3BE9923E46}",NA,NA,NA,NA,NA,NA,"100","WASHINGTON ST W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000205244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",634.041382847,5721.83939922,"DowntownParks"
46,175,"Perseverance Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.1660922,"C","{80A19441-0ED2-45DC-A9BF-65AC3CD0A8EB}",NA,NA,NA,NA,NA,NA,"200","SALINA ST S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000259513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",371.221698493,7234.76942244,"DowntownParks"
47,176,"Lincoln Plaza","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.18226762,"C","{D5043ABD-F8FE-4E32-830B-D1FBA9E55F8E}","31150010400000270020000000","Downtown","Downtown","NW","963","Parks","216-26","SALINA ST S & FAYETTE ST","0000","0979102100","09","104.-27-02.0",NA,NA,NA,NA,NA,NA,0.000284787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",385.119995232,7939.36860123,"DowntownParks"
48,177,"Pitts Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.056809,"C","{51A87491-4C19-4FD3-8A7D-255843C7F6BE}","31150010300000160010000000","Downtown","Downtown","SE","963","Parks","257","WATER ST E & MONTGOMERY S","0000","0994601500","09","103.-16-01.0",NA,NA,NA,NA,NA,NA,8.87625e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",202.710680997,2474.54669756,"DowntownParks"
49,178,"Hanover Square","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.01542711,"C","{9598B2E3-5648-4C12-8704-0E2B897E61D8}","31150010400000240100000000","Downtown","Downtown","SE","963","Parks","100","WATER ST E & WARREN ST S","0000","0994600800","09","104.-24-10.0",NA,NA,NA,NA,NA,NA,2.41044e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",131.730845546,671.989401191,"DowntownParks"
50,179,"Ida Benderson Senior Center","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.31503592,"C","{34C6D29F-1516-47E7-AB47-8AFDF6242B14}","31150010400000260020000000","Downtown","Downtown","SE","464","Commercial","205-13","SALINA ST S TO BANK ST","1970","0979101401","09","104.-26-02.0",NA,NA,NA,NA,NA,NA,0.000492234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",471.920595261,13722.6281775,"Center"
51,180,"Fayette Firefighters Memorial Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",1.19672657,"C","{AECE4A38-A516-490A-9089-3A7BA190537F}","31150010200000030010000000","Downtown","Downtown","SE","963","Parks","301","STATE ST S & FAYETTE ST E","0000","1586001500","15","102.-03-01.0",NA,NA,NA,NA,NA,NA,0.00186985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",1061.22924009,52128.1040307,"DowntownParks"
52,181,"Genesee Townsend Plaza","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.12902868,"C","{43A91841-00E3-4009-AD8E-4FE76B58E3E6}","31150010200000060010000000","Downtown","Downtown","SE","330","Vacant Land","500","GENESEE ST E & TOWNSEND S",NA,"1531002500","15","102.-06-01.0",NA,NA,NA,NA,NA,NA,0.00020142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",313.602205924,5615.2394263,"DowntownParks"
53,182,"Community Plaza","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",2.92056323,"C","{CFE30EA3-6552-486D-9E2C-38A5D5DC0125}","31150010200000070030000000","Downtown","Downtown","SE","437","Parking","701-23","STATE ST S TO HARRISON ST","1970","1586003000","15","102.-07-03.0",NA,NA,NA,NA,NA,NA,0.00456329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",2605.91942576,127216.60691,"DowntownParks"
54,183,"Billings Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.28700378,"C","{F887480F-978F-4202-8C1E-32E4095131D3}","31150009600000190010000000","Southside","Southside","SE","963","Parks","601","SALINA ST S & WARREN ST S","0000","0979109300","09","096.-19-01.0",NA,NA,NA,NA,NA,NA,0.000448434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",665.260356779,12501.562,"Median"
55,184,"Roesler Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",3.39220929,"C","{83A0F269-8131-42BF-B7A5-8057FC557446}","31150009500000090050010000","Southside","Southside","SE","963","Parks","201","NEW ST & STATE ST S","0000","0963000800","09","095.-09-05.1",NA,NA,NA,NA,NA,NA,0.00530022,1,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",1620.14079149,147760.99293,"Neighborhood"
56,185,"Wilson Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",2.04797627,"C","{8E615BF3-92AC-42C1-B4F3-186919F381E3}","31150009500000130010000000","Southside","Southside","SE","963","Parks","1101","MCBRIDE ST S & JACKSON ST","1950","0958200200","09","095.-13-01.0",NA,NA,NA,NA,NA,NA,0.0031999,0,0,1,1,2,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"4",1203.22435649,89207.6623085,"Neighborhood"
57,186,"Pass Arboretum","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",11.07339028,"C","{3B0D0EEF-5F7F-4926-8ED3-464513C54935}","31150009800200030020000000","Westside","Tipp Hill","NW","963","Parks","300","AVERY AVE S & SALISBURY R","0000","0804101200","08","098.2-03-02.0",NA,NA,NA,NA,NA,NA,0.0173018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"2",2915.58984745,482344.819261,"Neighborhood"
58,187,"Burnet Park","CITY OF SYRACUSE","SYRACUSE","CITY","MAJOR",86.99985988,"C","{BFA1BB5B-EA13-44FA-A4CB-E6D4740C09C3}","31150009800200010010010000","Westside","Tipp Hill","NW","330","Vacant Land","410","GRAND AVE",NA,"0834003001","08","098.2-01-05.3","31150009800200010050030000","31150009800200010030000000","31150009800200010020010000",NA,NA,NA,0.135934,2,1,2,2,1,0,2,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,"2",14131.6524737,3789620.71198,"Community"
59,189,"Skiddy Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",2.73726727,"C","{AC742F4C-F36D-418B-95B6-BE6B7637A683}","31150010000000170010000000","Westside","Near Westside","NW","963","Parks","500","TULLY ST & TIOGA ST & OTI","0000","0891105700","08","100.-17-01.0",NA,NA,NA,NA,NA,NA,0.00427689,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2",1396.19554786,119232.353015,"Neighborhood"
60,190,"Seymour Playground","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.1212148,"C","{9816DF4B-D9CB-4168-AE0B-72871B9492BE}","31150009700000040290000000","Westside","Near Westside","NW","210","Single Family","435","SEYMOUR ST","2010","0881101400","08","097.-04-29.0",NA,NA,NA,NA,NA,NA,0.000189395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",343.999634953,5279.99601878,"PlayLotsFieldsCourts"
61,191,"Shonnard Playscape","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.23275899,"C","{8D15D200-92DF-40B8-A090-AD01E14F1806}","31150009700000160240000000","Westside","Near Westside","NW","311","Vacant Land","425","SHONNARD ST",NA,"1082009200","10","097.-16-24.0",NA,NA,NA,NA,NA,NA,0.000363678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",437.927169248,10138.7184025,"PlayLotsFieldsCourts"
62,192,"Ward Bakery Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.92123492,"C","{EED9D729-629F-4FC3-B469-05886F002CF9}","31150009700000060010000000","Westside","Near Westside","NW","311","Vacant Land","231-33","SHONNARD ST",NA,"1082003700","10","097.-06-01.0",NA,NA,NA,NA,NA,NA,0.0014394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",831.999434684,40127.9991302,"PlayLotsFieldsCourts"
63,193,"Shonnard Street Center","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.39091945,"C","{0E37AAFD-9542-41F2-A70D-62930A5880D7}","31150009700000030300000000","Westside","Near Westside","NW","682","Community Services","228","SHONNARD ST","1980","1082005000","10","097.-03-30.0",NA,NA,NA,NA,NA,NA,0.0006108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",522.001203982,17028.071312,"Center"
64,194,"Grace & Messina Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.45455617,"C","{6B0C4ECF-3B5D-4E18-AB58-4B6D31B7CAE8}","31150009200000080150000000","Westside","Near Westside","NW","591","Recreation","200","GRACE ST & MASSENA ST","0000","1034003800","10","092.-08-15.0",NA,NA,NA,NA,NA,NA,0.000710229,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",563.999695273,19799.9669123,"PlayLotsFieldsCourts"
65,195,"Trinity Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.23229297,"C","{C2BD08EE-0554-4C2D-966C-13F7017D2252}","31150009300000030140000000","Southside","Southwest","SW","963","Parks","613","ONONDAGA ST W & SOUTH AVE","0000","1067004900","10","093.-03-14.0",NA,NA,NA,NA,NA,NA,0.000362951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",441.633439647,10118.4455441,"Median"
66,196,"Onondaga-Geddes Playground","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.92339882,"C","{1CB27DC8-D7CA-44B8-B06D-54A446178003}","31150009200000220010000000","Westside","Near Westside","SW","963","Parks","1233-43","ONONDAGA ST W & GEDDES ST","0000","1167108600","11","092.-22-01.0",NA,NA,NA,NA,NA,NA,0.00144278,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",826.942732657,40222.2524311,"PlayLotsFieldsCourts"
67,197,"Elliott Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.2298245,"C","{29BAF8D9-29D9-4BD5-B8C9-B37D6D1882DA}","31150009200000180230000000","Westside","Near Westside","NW","963","Parks","200","BRADLEY ST & ELLIOTT ST &","0000","1111001000","11","092.-18-23.0",NA,NA,NA,NA,NA,NA,0.000359094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",480.94934095,10010.9143321,"Median"
68,198,"Merry Widow Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.32220596,"C","{E0319622-25B9-4AE9-A5F5-89756B51C6BA}","31150008700000060010000000","Southside","Strathmore","SW","692","Community Services","805","BELLEVUE AVE & SUMMIT AVE","0000","1207106900","12","087.-06-01.0",NA,NA,NA,NA,NA,NA,0.000502341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",491.271740685,14004.4175266,"NaturalAreas"
69,199,"Spirit of Jubilee Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",1.87086191,"C","{2FF02267-44A1-4D5C-B458-97A0F59B5922}","31150009300000050280000000","Southside","Southwest","SW","330","Vacant Land","161-215","SOUTH AVE",NA,"1085000900","10","093.-05-28.0","31150009300000050420000000",NA,NA,NA,NA,NA,0.00292316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",1215.30568194,81492.7644986,"Neighborhood"
70,200,"Southwest Community Center","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",2.89909151,"C","{203DE3F1-0705-40E4-8BFB-0742962B1083}","31150009300000080120000000","Southside","Southwest","SW","632","Community Services","401-45","SOUTH AVE & CLOVER ST & L","1973","1285002000","12","093.-08-12.0",NA,NA,NA,NA,NA,NA,0.00452974,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"4",1558.68085137,126281.351797,"Center"
71,201,"Onondaga Creek Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.30446016,"C","{504DA7F4-2605-466A-B888-F10816DAC8EF}","31150008600000090350000000","Southside","Southwest","SW","963","Parks","801","SOUTH AVE & MARTIN LUTHER","0000","1285010000","12","086.-09-35.0","31150007500000150290000000",NA,NA,NA,NA,NA,0.000476859,0,1,0,8,3,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,"4",766.8415249,13294.0131941,"NaturalAreas"
72,202,"Blaine Playlot","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.08449622,"C","{9E84AF06-6E16-4873-8BD0-FCD1B617C2D6}","31150008500000140010000000","Southside","Southwest","SW","330","Vacant Land","601-11","MIDLAND AVE",NA,"1861000100","18","085.-14-01.0",NA,NA,NA,NA,NA,NA,0.000132023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",263.61638353,3680.57870674,"PlayLotsFieldsCourts"
73,203,"Furman Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.02270391,"C","{2CBD9A29-E167-4CBC-B2B5-161FE144F797}","31150008500000130430000000","Southside","Southside","SW","963","Parks","701","MIDLAND AVE & CORTLAND AV","0000","1861001100","18","085.-13-43.0",NA,NA,NA,NA,NA,NA,3.54742e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",168.936015262,988.958917362,"Median"
74,204,"Libba Cotten Grove","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",2.49911893,"C","{7DFB0473-B1AA-4035-811F-7F9FCA3258A0}","31150008500000050110000000","Southside","Southside","SE","963","Parks","1316-38","STATE ST S & MARTIN LUTHE","1975","1886008000","18","085.-05-11.0","31150008500000050090000000",NA,NA,NA,NA,NA,0.00390479,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",1882.17183677,108858.925889,"Neighborhood"
75,205,"Central Village Youth Center","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.75428747,"C","{ED933D47-4842-487F-AE34-6AC6F817F6CE}","31150009400000150010000000","Southside","Southside","SE","682","Community Services","301-07","OAKWOOD AVE & VANBUREN ST","1989","1866002601","18","094.-15-01.0",NA,NA,NA,NA,NA,NA,0.00117855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",900.846315819,32855.9576595,"Center"
76,206,"Wadsworth Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",8.62645861,"C","{C43D4C9D-D3C8-4F2A-889F-8C2F3CF9E881}","31150008100000030260000000","Southside","Strathmore","SW","963","Parks","1200","GLENWOOD AVE & REED AVE &","0000","1132000800","11","081.-03-26.0","31150008100000070010000000",NA,NA,NA,NA,NA,0.0134787,1,0,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"3",3697.79692648,375763.567197,"Neighborhood"
77,207,"Onondaga Park","CITY OF SYRACUSE","SYRACUSE","CITY","MAJOR",79.14502993,"C","{2BB699A5-8EDF-4719-B379-1BB5AB127905}","31150008200000040060000000","Southside","Elmwood","SW","963","Parks","951","SOUTH AVE","1940","1285011505","12","083.-08-01.0","31150008300000080010000000","31150008700000060470000000",NA,NA,NA,NA,0.123663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",15135.5281119,3447522.3112,"Community"
78,208,"City Park","CITY OF SYRACUSE","SYRACUSE","CITY","MINOR",0.08901951,"C","{A97EF477-BC4E-4499-B8D3-7159729D2848}","31150008600000140180000000","Southside","Southwest","SW","963","Parks","857","SOUTH AVE & CORTLAND AVE","0000","1285009900","12","086.-14-18.0",NA,NA,NA,NA,NA,NA,0.00013909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",258.721318115,3877.60389011,"Median"
79,209,"Kirk Park","CITY OF SYRACUSE","SYRACUSE","CITY","MAJOR",34.00782659,"C","{03C81148-3EE9-4F74-BA36-4B84EC4E788E}","31150008300000030010000000","Southside","Elmwood","SW","692","Community Services","906","COLVIN ST W & HUNT AVE","0000","1318100201","13","083.-07-01.0","31150008300000070270000000","31150008300000070280000000","31150008300000020590000000","31150008300000070010000000",NA,NA,0.0531388,2,0,3,9,2,4,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,"4",10275.9934805,1481419.59909,"Community"
